content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg pi.ece.cmu.edu 8346 null
content/video.ogg 127.0.0.1 8346 null
content/video.ogg 127.0.0.1 8346 1000000
content/video.ogg 127.0.0.1 8346 1000000
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg 127.0.0.1 8346 1000000
content/video.ogg pi.ece.cmu.edu 8346 1600
content/video.ogg 127.0.0.1 8346 1000000
content/video.ogg 127.0.0.1 8346 1000000
content/video.ogg 127.0.0.1 8346 1000000
content/video.ogg 127.0.0.1 8346 1000000
